Scenario,Model,Round,Testing Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time,Validation Period,Model Ranking,Validation Perf
temporal,lr,63,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5315166389419573,0.02707856968711268,0.21061551628574948,27.83883248793427,0.09240516601130366,1,"[0, 1]","[0.5321576672182353, 0.8108732312196443]"
temporal_rev,lr,63,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763555094154927,0.04940135991540164,0.21027090754036723,27.83883248793427,0.06183889100793749,1,"[1, 0]","[0.5321576672182353, 0.8108732312196443]"
dist,lr,63,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5315166389419573,0.02707856968711268,0.21061551628574948,27.83883248793427,0.11098416999448091,4,"[0, 1]","[0.5321576672182353, 0.8108732312196443]"
dist_leak,lr,63,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763555094154927,0.04940135991540164,0.21027090754036723,27.83883248793427,0.06885554606560618,4,"[1, 0]","[0.5321576672182353, 0.8108732312196443]"
stationary,lr,63,7,1.0,0.0005911475652109658,0.6909101296920528,0.0011815966324495975,0.5796246030332897,0.02020882058221593,0.22085771447069738,29.686768887913786,0.029269675025716424,-1,[0],[-1]
retrain,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.016070313984528184,-1,[2],[-1]
oracle,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.1579571069451049,3,"[2, 0, 1]","[0.5796246030332897, 0.5787403167256515, 0.6067858571404443]"
laf,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.72925919003319,6,"[2, 1, 0]",[-1]
crc,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.11003223608713597,3,"[2, 1, 0]",[-1]
temporal,lr,63,7,0.5687203791469194,0.004433606739082243,0.6910586756556019,0.00879862154929061,0.5787403167256515,0.02759623605441497,0.22015074946723057,29.686768887913786,0.1110593059565872,2,"[1, 0, 2]","[0.5315166389419573, 0.5763555094154927, 0.6112810903111139]"
temporal_rev,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.08290209097322077,2,"[2, 1, 0]","[0.5315166389419573, 0.5763555094154927, 0.6112810903111139]"
dist,lr,63,7,0.5687203791469194,0.004433606739082243,0.6910586756556019,0.00879862154929061,0.5787403167256515,0.02759623605441497,0.22015074946723057,29.686768887913786,0.27266606595367193,5,"[1, 0, 2]","[0.5315166389419573, 0.5763555094154927, 0.6112810903111139]"
dist_leak,lr,63,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.686768887913786,0.097976413089782,5,"[2, 1, 0]","[0.5315166389419573, 0.5763555094154927, 0.6112810903111139]"
stationary,lr,63,8,1.0,0.00029660388551090017,0.7525602907168814,0.0005930318754633062,0.5986849962241281,0.014940111043439024,0.2120049596237757,31.49010684795212,0.020802236045710742,-1,[0],[-1]
retrain,lr,63,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.49010684795212,0.027954002027399838,-1,[3],[-1]
oracle,lr,63,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.49010684795212,0.14584782999008894,4,"[3, 0, 2, 1]","[0.5986849962241281, 0.5809053664806261, 0.5884170254649306, 0.607598712224702]"
laf,lr,63,8,0.634375,0.020070196252904248,0.7545913935078125,0.03890938712923475,0.5809053664806261,0.07963727108262666,0.2124260204381576,31.49010684795212,1.4295618729665875,7,"[1, 2, 0, 3]",[-1]
